observed_at	2026-09-21 12:34:54.639
alert	{"id": "7be326b8-af60-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-LoKY0NPRNVx_d55Vpp79", "status": "OPEN", "created": "2026-09-13 10:47:15.539000", "updated": "2026-09-13 10:47:15.539000", "severity": "info"}
alert	{"id": "5d0708b1-af61-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-kRq-_mhKVj6c63rzgPIp", "status": "OPEN", "created": "2026-09-13 10:53:33.262000", "updated": "2026-09-13 10:53:33.262000", "severity": "info"}
alert	{"id": "72e33f92-af63-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-T8_nhSqMHMhhLkhjK9fx", "status": "OPEN", "created": "2026-09-13 11:08:28.931000", "updated": "2026-09-13 11:08:28.931000", "severity": "info"}
alert	{"id": "bfb638c4-af64-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-CG3N_V2BykT5Cuag1zF4", "status": "OPEN", "created": "2026-09-13 11:17:47.317000", "updated": "2026-09-13 11:17:47.317000", "severity": "info"}
alert	{"id": "650e159b-af67-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-o4SAkMlak7i6StNYxnXh", "status": "OPEN", "created": "2026-09-13 11:36:43.710000", "updated": "2026-09-13 11:36:43.710000", "severity": "info"}
alert	{"id": "629c78b5-af68-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-er4Sbt7r7WZbkTuc0IQv", "status": "OPEN", "created": "2026-09-13 11:43:49.107000", "updated": "2026-09-13 11:43:49.107000", "severity": "info"}
alert	{"id": "c7564a3e-af6a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-XeW9ruAhMkUzWya1_h2v", "status": "OPEN", "created": "2026-09-13 12:00:57.090000", "updated": "2026-09-13 12:00:57.090000", "severity": "info"}
alert	{"id": "56799aa5-af6c-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-3JrQ49VAvhscs04ciiSV", "status": "OPEN", "created": "2026-09-13 12:12:06.733000", "updated": "2026-09-13 12:12:06.733000", "severity": "info"}
alert	{"id": "1a5664b9-af73-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-MU5WCYmeVEllF1L2rp1H", "status": "OPEN", "created": "2026-09-13 13:00:32.316000", "updated": "2026-09-13 13:00:32.316000", "severity": "info"}
alert	{"id": "23d81659-af75-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-BUGAhkA9dYVdLiD6WQac", "status": "OPEN", "created": "2026-09-13 13:15:07.259000", "updated": "2026-09-13 13:15:07.259000", "severity": "info"}
alert	{"id": "5f8d84f0-af8b-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-Lj5sczJvWxJ3upz2IQ5T", "status": "OPEN", "created": "2026-09-13 15:54:16.361000", "updated": "2026-09-13 15:54:16.361000", "severity": "info"}
alert	{"id": "e122f166-af95-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-G3Ni4WrwJERVUOg5tl3x", "status": "OPEN", "created": "2026-09-13 17:09:28.734000", "updated": "2026-09-13 17:09:28.734000", "severity": "info"}
alert	{"id": "7c514e04-afe0-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-zdprG5vkLzo7UKs8XEe1", "status": "OPEN", "created": "2026-09-14 02:03:31.843000", "updated": "2026-09-14 02:03:31.843000", "severity": "info"}
alert	{"id": "8c2c2c38-aff7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-_md1Qxt_rBopPGKMOkwB", "status": "OPEN", "created": "2026-09-14 04:48:36.868000", "updated": "2026-09-14 04:48:36.868000", "severity": "info"}
alert	{"id": "b290fd16-b1b7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-h9RKlXHNoWfTO01S8aGT", "status": "OPEN", "created": "2026-09-16 10:16:35.817000", "updated": "2026-09-16 10:16:35.817000", "severity": "info"}
alert	{"id": "b3e08f0f-b1be-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-x-tIsPB5ICHu6R9bzsSO", "status": "OPEN", "created": "2026-09-16 11:06:44.493000", "updated": "2026-09-16 11:06:44.493000", "severity": "info"}
alert	{"id": "fb4db96b-b2fc-11f1-a7e7-6a14350ac924", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-08VhIP9rOVWJgM2k-2sQ", "status": "OPEN", "created": "2026-09-18 01:05:04.286000", "updated": "2026-09-18 01:05:04.286000", "severity": "info"}
alert	{"id": "b24eef34-b2ff-11f1-a7e7-6a14350ac924", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-DE68qse66RbfNDVkpmmE", "status": "OPEN", "created": "2026-09-18 01:24:30.311000", "updated": "2026-09-18 01:24:30.311000", "severity": "info"}
alert	{"id": "c50d4ae7-b32d-11f1-a7e7-6a14350ac924", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-8DB4vPHrXotbcNBJHETH", "status": "OPEN", "created": "2026-09-18 06:54:18.607000", "updated": "2026-09-18 06:54:18.607000", "severity": "info"}
alert	{"id": "27ab3483-add2-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-ztS9FZ3QcwHopTmZRfDY", "status": "OPEN", "created": "2026-09-11 11:15:54.546000", "updated": "2026-09-11 11:15:54.546000", "severity": "info"}
alert	{"id": "33730d56-af1f-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-KLZoklP0ZjTMhLIMVxYd", "status": "OPEN", "created": "2026-09-13 02:59:56.721000", "updated": "2026-09-13 02:59:56.721000", "severity": "info"}
alert	{"id": "5748d23f-af25-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-L_fKJY_PJYxUx2ZlYatk", "status": "OPEN", "created": "2026-09-13 03:43:53.823000", "updated": "2026-09-13 03:43:53.823000", "severity": "info"}
alert	{"id": "5aba3d0b-af45-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-XrDZCfpakRwaoRQLrEbS", "status": "OPEN", "created": "2026-09-13 07:33:03.495000", "updated": "2026-09-13 07:33:03.495000", "severity": "info"}
alert	{"id": "18849d58-af54-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-4J5Oq9I-hdv69aLk59wY", "status": "OPEN", "created": "2026-09-13 09:18:34.864000", "updated": "2026-09-13 09:18:34.864000", "severity": "info"}
alert	{"id": "2edd08bc-b1bf-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_CONFIRMED", "order": "PJV1-x-tIsPB5ICHu6R9bzsSO", "status": "OPEN", "created": "2026-09-16 11:10:10.830000", "updated": "2026-09-16 11:10:10.830000", "severity": "info"}
alert	{"id": "cd84a249-adb4-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "OPEN", "created": "2026-09-11 07:45:47.893000", "updated": "2026-09-11 07:45:47.893000", "severity": "critical"}
alert	{"id": "227e1006-adcd-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-CkFQM-aahxjZdJZX8vkY", "status": "OPEN", "created": "2026-09-11 10:39:58.377000", "updated": "2026-09-11 10:39:58.377000", "severity": "critical"}
alert	{"id": "04aa9568-add2-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-ztS9FZ3QcwHopTmZRfDY", "status": "OPEN", "created": "2026-09-11 11:14:55.821000", "updated": "2026-09-11 11:14:55.821000", "severity": "critical"}
alert	{"id": "e4307cac-aec9-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "OPEN", "created": "2026-09-12 16:49:16.523000", "updated": "2026-09-12 16:49:16.523000", "severity": "critical"}
alert	{"id": "150e62ea-af1b-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-4U9xwJCCcbx_2qp7EX-1", "status": "OPEN", "created": "2026-09-13 02:30:27.743000", "updated": "2026-09-13 02:30:27.743000", "severity": "critical"}
alert	{"id": "1e94ccca-af1f-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-KLZoklP0ZjTMhLIMVxYd", "status": "OPEN", "created": "2026-09-13 02:59:21.710000", "updated": "2026-09-13 02:59:21.710000", "severity": "critical"}
alert	{"id": "3ecbf5b6-af25-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-L_fKJY_PJYxUx2ZlYatk", "status": "OPEN", "created": "2026-09-13 03:43:12.739000", "updated": "2026-09-13 03:43:12.739000", "severity": "critical"}
alert	{"id": "40c81fee-af45-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-XrDZCfpakRwaoRQLrEbS", "status": "OPEN", "created": "2026-09-13 07:32:19.965000", "updated": "2026-09-13 07:32:19.965000", "severity": "critical"}
alert	{"id": "fa7ee1b2-af53-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-4J5Oq9I-hdv69aLk59wY", "status": "OPEN", "created": "2026-09-13 09:17:44.495000", "updated": "2026-09-13 09:17:44.495000", "severity": "critical"}
alert	{"id": "17c543b8-b1bf-11f1-b261-96f4cc0be41b", "type": "BROWSER_PAYMENT_UNKNOWN", "order": "PJV1-x-tIsPB5ICHu6R9bzsSO", "status": "OPEN", "created": "2026-09-16 11:09:32.086000", "updated": "2026-09-16 11:09:32.086000", "severity": "critical"}
alert	{"id": "04452013-b2fb-11f1-a7e7-6a14350ac924", "type": "CARD_SUPPLY_WALLET_LOW", "order": null, "status": "OPEN", "created": "2026-09-18 00:51:00.336000", "updated": "2026-09-18 06:54:57.687000", "severity": "critical"}
alert	{"id": "c69b7c72-b58f-11f1-a502-5a7fd76773dd", "type": "DAILY_RECONCILIATION_SUMMARY", "order": null, "status": "OPEN", "created": "2026-09-21 07:40:54.222000", "updated": "2026-09-21 07:40:54.222000", "severity": "info"}
alert	{"id": "dd2e7e2a-a35f-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-08-29 04:12:35.322000", "updated": "2026-08-29 04:12:35.322000", "severity": "info"}
alert	{"id": "498643ec-a452-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-08-30 09:07:55.300000", "updated": "2026-08-30 09:07:55.300000", "severity": "info"}
alert	{"id": "6ebb9dd9-a525-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-08-31 10:19:21.535000", "updated": "2026-08-31 10:19:21.535000", "severity": "info"}
alert	{"id": "21ce1ac9-a5d2-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-01 06:55:35.406000", "updated": "2026-09-01 06:55:35.406000", "severity": "info"}
alert	{"id": "a0bacb49-a610-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-01 14:22:57.147000", "updated": "2026-09-01 14:22:57.147000", "severity": "info"}
alert	{"id": "8b4cc585-a62f-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-01 18:04:15.593000", "updated": "2026-09-01 18:04:15.593000", "severity": "info"}
alert	{"id": "3f69072e-a630-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-01 18:09:17.768000", "updated": "2026-09-01 18:09:17.768000", "severity": "info"}
alert	{"id": "8ce08f50-a827-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-04 06:12:04.591000", "updated": "2026-09-04 06:12:04.591000", "severity": "info"}
alert	{"id": "51694914-a828-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-04 06:17:34.320000", "updated": "2026-09-04 06:17:34.320000", "severity": "info"}
alert	{"id": "9ca5d2ff-a848-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-04 10:08:44.441000", "updated": "2026-09-04 10:08:44.441000", "severity": "info"}
alert	{"id": "a3924f75-a85d-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-04 12:39:15.489000", "updated": "2026-09-04 12:39:15.489000", "severity": "info"}
alert	{"id": "06f2ce87-b00a-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 07:00:53.792000", "updated": "2026-09-14 07:00:53.792000", "severity": "info"}
alert	{"id": "32acb9f7-b00a-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 07:02:07.153000", "updated": "2026-09-14 07:02:07.153000", "severity": "info"}
alert	{"id": "e991a093-b018-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 08:47:26.953000", "updated": "2026-09-14 08:47:26.953000", "severity": "info"}
alert	{"id": "1fce31b3-b01d-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 09:17:35.934000", "updated": "2026-09-14 09:17:35.934000", "severity": "info"}
alert	{"id": "f737a884-b04e-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 15:14:22.675000", "updated": "2026-09-14 15:14:22.675000", "severity": "info"}
alert	{"id": "aba59125-b04f-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-14 15:19:25.385000", "updated": "2026-09-14 15:19:25.385000", "severity": "info"}
alert	{"id": "9cf33378-b0f2-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 10:45:48.695000", "updated": "2026-09-15 10:45:48.695000", "severity": "info"}
alert	{"id": "8a0b145a-b0f7-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 11:21:04.458000", "updated": "2026-09-15 11:21:04.458000", "severity": "info"}
alert	{"id": "d953a163-b0fd-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 12:06:14.454000", "updated": "2026-09-15 12:06:14.454000", "severity": "info"}
alert	{"id": "16bd06b9-b110-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 14:16:48.427000", "updated": "2026-09-15 14:16:48.427000", "severity": "info"}
alert	{"id": "33e986fd-b112-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 14:31:56.366000", "updated": "2026-09-15 14:31:56.366000", "severity": "info"}
alert	{"id": "4de33459-b114-11f1-b261-96f4cc0be41b", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-15 14:46:58.939000", "updated": "2026-09-15 14:46:58.939000", "severity": "info"}
alert	{"id": "589d7f73-b238-11f1-a7e7-6a14350ac924", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-17 01:37:29.982000", "updated": "2026-09-17 01:37:29.982000", "severity": "info"}
alert	{"id": "bcc998b1-b2f7-11f1-a7e7-6a14350ac924", "type": "PROVIDER_BALANCE_CHANGED", "order": null, "status": "OPEN", "created": "2026-09-18 00:27:31.918000", "updated": "2026-09-18 00:27:31.918000", "severity": "info"}
alert	{"id": "de8f1ca2-b35f-11f1-a7e7-6a14350ac924", "type": "PROVIDER_TOKEN_EXPIRED", "order": null, "status": "OPEN", "created": "2026-09-18 12:52:56.237000", "updated": "2026-09-19 01:53:20.269000", "severity": "critical"}
alert	{"id": "04447a77-b2fb-11f1-a7e7-6a14350ac924", "type": "PROVIDER_WALLET_LOW", "order": null, "status": "OPEN", "created": "2026-09-18 00:51:00.332000", "updated": "2026-09-18 06:54:57.642000", "severity": "warning"}
